Joshua Project People Group Data

PeopleID3,PeopName,PeopleID1,AffinityBloc,PeopleID2,PeopleCluster,ROP3,ROP25,ROP25Name,PopulationPGAC,JPScalePGAC,LeastReachedPGAC,FrontierPGAC,CntPGIC,CntUPG,PopulationUPG,CntFPG,PopulationFPG,ROG3Largest,CtryLargest,ROL3PGAC,PrimaryLanguagePGAC,RLG3PGAC,PrimaryReligionPGAC,PercentChristianPGAC,PctChristianRangePGAC,PercentEvangelicalPGAC,PctEvangelicalRangePGAC,PeopleID3General
20421,"Rajput Ponwar (Hindu traditions)",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116205,306917,Rajput,1299900,1,Y,Y,2,2,1299900,2,1299900,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20226,"Rajput Ponwar (Muslim traditions)",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",115970,306917,Rajput,834000,1,Y,Y,2,2,834000,2,834000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20422,"Rajput Pundir (Hindu traditions)",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116206,306917,Rajput,184000,1,Y,Y,1,1,184000,1,184000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20241,"Rajput Pundir (Muslim traditions)",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",115985,306917,Rajput,212000,1,Y,Y,2,2,212000,2,212000,IN,India,hin,Hindi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20275,"Rajput Ragbansi",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",116010,306917,Rajput,260000,1,Y,Y,1,1,260000,1,260000,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20423,"Rajput Raikwar",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116207,306917,Rajput,80000,1,Y,Y,1,1,80000,1,80000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20424,"Rajput Rajbansi (Hindu traditions)",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116208,306917,Rajput,465000,1,Y,Y,1,1,465000,1,465000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21804,"Rajput Rajbansi (Muslim traditions)",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118591,306917,Rajput,98200,1,Y,Y,2,2,98200,2,98200,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20425,"Rajput Rajkumar",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116209,306917,Rajput,102000,1,Y,Y,1,1,102000,1,102000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21805,"Rajput Ranghar",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118592,306917,Rajput,28400,1,Y,Y,2,2,28400,2,28400,IN,India,hin,Hindi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21520,"Rajput Ranjha",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118323,306917,Rajput,67000,1,Y,Y,1,1,67000,1,67000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21521,"Rajput Ratal",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118324,306917,Rajput,185000,1,Y,Y,1,1,185000,1,185000,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20426,"Rajput Rathi",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116210,306917,Rajput,167000,1,Y,Y,1,1,167000,1,167000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20427,"Rajput Rathor (Hindu traditions)",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116211,306917,Rajput,1433000,1,Y,Y,1,1,1433000,1,1433000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21806,"Rajput Rathor (Muslim traditions)",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118593,306917,Rajput,110000,1,Y,Y,2,2,110000,2,110000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20428,"Rajput Rawa",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116212,306917,Rajput,94000,1,Y,Y,1,1,94000,1,94000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20429,"Rajput Rawat",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116213,306917,Rajput,92000,1,Y,Y,1,1,92000,1,92000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17999,"Rajput Saithwar",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",113491,305055,"Mall / Sainthwar",480000,1,Y,Y,1,1,480000,1,480000,IN,India,bho,Bhojpuri,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20430,"Rajput Sakarwar (Hindu traditions)",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116214,306917,Rajput,204000,1,Y,Y,1,1,204000,1,204000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21807,"Rajput Sakarwar (Muslim traditions)",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118594,306917,Rajput,38000,1,Y,Y,2,2,38000,2,38000,IN,India,hin,Hindi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20432,"Rajput Salehria (Hindu traditions)",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116215,306917,Rajput,110000,1,Y,Y,1,1,110000,1,110000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21497,"Rajput Salehria (Muslim traditions)",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118325,306917,Rajput,354900,1,Y,Y,2,2,354900,2,354900,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21808,"Rajput Sandilya",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",118595,306917,Rajput,34000,1,Y,Y,1,1,34000,1,34000,IN,India,ben,Bengali,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20276,"Rajput Satti",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",116011,306917,Rajput,233000,1,Y,Y,1,1,233000,1,233000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21809,"Rajput Sendhu",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",118596,306917,Rajput,27000,1,Y,Y,1,1,27000,1,27000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20431,"Rajput Sengar",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116121,306917,Rajput,405000,1,Y,Y,1,1,405000,1,405000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20277,"Rajput Sial",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",116012,306917,Rajput,911000,1,Y,Y,1,1,911000,1,911000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20433,"Rajput Sikarwar",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116216,306917,Rajput,47000,1,Y,Y,1,1,47000,1,47000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21810,"Rajput Singraur",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",118597,306917,Rajput,31000,1,Y,Y,1,1,31000,1,31000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20434,"Rajput Sirnet",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116217,306917,Rajput,53000,1,Y,Y,1,1,53000,1,53000,IN,India,bho,Bhojpuri,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20435,"Rajput Sisodia",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116218,306917,Rajput,117000,1,Y,Y,1,1,117000,1,117000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20436,"Rajput Solanki",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116219,306917,Rajput,309000,1,Y,Y,1,1,309000,1,309000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20437,"Rajput Sombansi (Hindu traditions)",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116220,306917,Rajput,346000,1,Y,Y,1,1,346000,1,346000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21811,"Rajput Sombansi (Muslim traditions)",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118598,306917,Rajput,26800,1,Y,Y,2,2,26800,2,26800,IN,India,hin,Hindi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20439,"Rajput Surajbansi",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116222,306917,Rajput,262000,1,Y,Y,1,1,262000,1,262000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20982,"Rajput Taon (Muslim traditions)",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",117706,306917,Rajput,263100,1,Y,Y,2,2,263100,2,263100,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
21522,"Rajput Tathial",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118326,306917,Rajput,63000,1,Y,Y,1,1,63000,1,63000,PK,Pakistan,pnb,"Punjabi, Western",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20440,"Rajput Thakur",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116223,306917,Rajput,71000,1,Y,Y,1,1,71000,1,71000,IN,India,xnr,Kangri,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20441,"Rajput Tonwar (Hindu traditions)",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116224,306917,Rajput,459000,1,Y,Y,1,1,459000,1,459000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21523,"Rajput Tonwar (Muslim traditions)",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",118327,306917,Rajput,419000,1,Y,Y,2,2,419000,2,419000,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20442,"Rajput Vaghela",21,"South Asian Peoples",420,"South Asia Forward Caste - Rajput",116225,306917,Rajput,52900,1,Y,Y,2,2,52900,2,52900,IN,India,guj,Gujarati,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20242,"Rajput Wattu",21,"South Asian Peoples",464,"South Asia Muslim - Rajput",115986,306917,Rajput,457000,1,Y,Y,1,1,457000,1,457000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
17933,Raju,21,"South Asian Peoples",442,"South Asia Hindu - other",113421,306918,Raju,620000,1,Y,Y,1,1,620000,1,620000,IN,India,ben,Bengali,5,Hinduism,0.0050,0-0.1%,,Unknown,
17934,Rajwar,21,"South Asian Peoples",412,"South Asia Dalit - other",113422,306919,Rajuar,625000,1,Y,,2,2,625000,1,11000,IN,India,hin,Hindi,5,Hinduism,0.1540,0.1-2%,0.0580,0-0.1%,
21223,"Rajwar Nagbansi",21,"South Asian Peoples",412,"South Asia Dalit - other",118045,306920,"Rajwar Nagbansi",29000,1,Y,Y,1,1,29000,1,29000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
21224,"Rajwar Rajbhar",21,"South Asian Peoples",412,"South Asia Dalit - other",118046,306921,"Rajwar Rajbhar",30000,1,Y,Y,1,1,30000,1,30000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
14515,Rakahanga-Manihiki,19,"Pacific Islanders",269,Polynesian,108282,306922,Rakahanga-Manihiki,5500,4,,,2,0,0,0,0,NZ,"New Zealand",rkh,Rakahanga-Manihiki,1,Christianity,96.9120,50-100%,8.4110,5-10%,
13207,Rakhine,23,"Tibetan-Himalayan Peoples",154,Burmese,106013,306923,"Rakhine, Arakanese",2608000,1,Y,,2,2,2608000,1,20000,BM,"Myanmar (Burma)",rki,Rakhine,2,Buddhism,0.1020,0.1-2%,0.0490,0-0.1%,
22624,Ralok,20,"Southeast Asian Peoples",239,Mon-Khmer,119546,307954,"Ta-Oy (Tai'oh)",900,1,Y,Y,1,1,900,1,900,LA,Laos,tth,"Ta'oih, Upper",4,"Ethnic Religions",0.0000,0-0.1%,0.0000,0-0.1%,0
17935,Ralte,21,"South Asian Peoples",475,"South Asia Tribal - other",113423,305520,Mizo,18000,3,,,1,0,0,0,0,IN,India,lus,Mizo,1,Christianity,98.8640,50-100%,,Unknown,
14516,Rama,16,"Latin-Caribbean Americans",257,"Central American Indigenous, other",108286,306924,Rama,5500,3,,,1,0,0,0,0,NU,Nicaragua,bzk,"Nicaragua English Creole",1,Christianity,85.0000,50-100%,1.5000,0.1-2%,
14517,Rambang,17,"Malay Peoples",229,"Melayu of Sumatra",108290,306926,"Rambang Senuli",167000,1,Y,Y,1,1,167000,1,167000,ID,Indonesia,pse,"Malay, Central",6,Islam,0.0090,0-0.1%,0.0090,0-0.1%,
17937,"Ramdasia (Hindu traditions)",21,"South Asian Peoples",442,"South Asia Hindu - other",113425,306927,Ramdasia,245000,1,Y,Y,1,1,245000,1,245000,IN,India,pan,"Punjabi, Eastern",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17669,"Ramdasia (Muslim traditions)",21,"South Asian Peoples",462,"South Asia Muslim - other",113111,306927,Ramdasia,13400,1,Y,Y,2,2,13400,2,13400,PK,Pakistan,snd,Sindhi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
17938,"Ramdasia (Sikh traditions)",21,"South Asian Peoples",470,"South Asia Sikh - other",113426,306927,Ramdasia,475000,1,Y,Y,1,1,475000,1,475000,IN,India,pan,"Punjabi, Eastern",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
17936,Ramgarhia,21,"South Asian Peoples",470,"South Asia Sikh - other",113424,306928,Ramgarhia,5700,1,Y,Y,1,1,5700,1,5700,IN,India,pan,"Punjabi, Eastern",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
17940,Ramoshi,21,"South Asian Peoples",442,"South Asia Hindu - other",113428,306929,Ramosi,324000,1,Y,Y,1,1,324000,1,324000,IN,India,mar,Marathi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17941,Rana,21,"South Asian Peoples",442,"South Asia Hindu - other",113429,306930,Rana,1300,1,Y,Y,1,1,1300,1,1300,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17958,Ranabhat,21,"South Asian Peoples",442,"South Asia Hindu - other",113447,306931,Ranabhat,13000,1,Y,Y,1,1,13000,1,13000,IN,India,asm,Assamese,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
14518,Ranau,17,"Malay Peoples",209,"Lampung of Sumatra",108294,306932,Ranau,71000,1,Y,Y,1,1,71000,1,71000,ID,Indonesia,ljp,"Lampung Api",6,Islam,0.0500,0-0.1%,0.0260,0-0.1%,
17942,Raneyar,21,"South Asian Peoples",412,"South Asia Dalit - other",113430,306934,Raneyar,3700,1,Y,Y,1,1,3700,1,3700,IN,India,kan,Kannada,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
20765,Rang,22,"Sub-Saharan Peoples",102,Adamawa-Ubangi,117289,306935,Rang,,4,,,1,0,0,0,0,,,xxx,"Language unknown",1,Christianity,,Unknown,,Unknown,
17979,Rangaswami,21,"South Asian Peoples",442,"South Asia Hindu - other",113469,306937,Rangaswami,2500,1,Y,Y,1,1,2500,1,2500,IN,India,rwr,"Marwari (India)",5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
14519,Rangi,22,"Sub-Saharan Peoples",341,"Bantu, Central-Tanzania",108299,306939,Rangi,803000,4,,,1,0,0,0,0,TZ,Tanzania,lag,Rangi,6,Islam,20.0000,10-50%,7.0000,5-10%,
19810,Ranglong,23,"Tibetan-Himalayan Peoples",207,"Kuki-Chin-Mizo (Zo)",115359,306941,Ranglong,100,5,,,1,0,0,0,0,BM,"Myanmar (Burma)",rnl,Ranglong,1,Christianity,80.0000,50-100%,25.0000,10-50%,
17973,"Rangrez (Hindu traditions)",21,"South Asian Peoples",442,"South Asia Hindu - other",113462,306943,Rangrez,360000,1,Y,Y,1,1,360000,1,360000,IN,India,mar,Marathi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17972,"Rangrez (Muslim traditions)",21,"South Asian Peoples",462,"South Asia Muslim - other",113461,306943,Rangrez,404000,1,Y,Y,3,3,404000,3,404000,IN,India,urd,Urdu,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20512,Rankulche,16,"Latin-Caribbean Americans",290,"South American Indigenous",116326,306945,Rankulche,17000,4,,,1,0,0,0,0,AR,Argentina,spa,Spanish,1,Christianity,70.0000,50-100%,4.0000,2-5%,
18673,Rao,20,"Southeast Asian Peoples",150,Bouyei,114299,306947,Rao,13000,1,Y,Y,1,1,13000,1,13000,CH,China,tct,T'en,4,"Ethnic Religions",0.0000,0-0.1%,0.0000,0-0.1%,
10335,"Rao, Annaberg",19,"Pacific Islanders",244,"New Guinea",100368,300340,"Annaberg (Rao)",17000,4,,,1,0,0,0,0,PP,"Papua New Guinea",rao,Rao,1,Christianity,70.0000,50-100%,6.0000,5-10%,
14520,Rapa,19,"Pacific Islanders",269,Polynesian,108304,306948,Rapa,500,4,,,1,0,0,0,0,FP,"French Polynesia",ray,Rapa,1,Christianity,100.0000,50-100%,6.0000,5-10%,
11681,"Rapa Nui, Easter Islander",19,"Pacific Islanders",269,Polynesian,102825,302263,"Easter Islander",9300,4,,,1,0,0,0,0,CI,Chile,rap,"Rapa Nui",1,Christianity,85.0000,50-100%,9.0000,5-10%,
14521,Rapting,19,"Pacific Islanders",244,"New Guinea",108305,306949,Rapting,1100,5,,,1,0,0,0,0,PP,"Papua New Guinea",rpt,Rapting,1,Christianity,86.0000,50-100%,17.0000,10-50%,
22552,Raqnu,21,"South Asian Peoples",479,"South Asia Tribal - Naga",119646,307944,"Tangsa / Tangshang",200,5,,,1,0,0,0,0,BM,"Myanmar (Burma)",xxx,"Language unknown",1,Christianity,100.0000,50-100%,50.0000,10-50%,
22554,Rasa,21,"South Asian Peoples",479,"South Asia Tribal - Naga",119647,307944,"Tangsa / Tangshang",800,5,,,1,0,0,0,0,BM,"Myanmar (Burma)",xxx,"Language unknown",1,Christianity,60.0000,50-100%,30.0000,10-50%,
14522,Rasawa,19,"Pacific Islanders",244,"New Guinea",108306,306950,Rasawa,400,4,,,1,0,0,0,0,ID,Indonesia,rac,Rasawa,1,Christianity,75.0000,50-100%,4.0000,2-5%,
14523,Rashaida,10,"Arab World",117,"Arab, Sudan",108307,306951,Rashaida,196000,1,Y,Y,2,2,196000,2,196000,SU,Sudan,apd,"Arabic, Sudanese",6,Islam,0.0020,0-0.1%,0.0020,0-0.1%,
17945,Rasua,21,"South Asian Peoples",462,"South Asia Muslim - other",113433,306954,Rasua,2300,1,Y,Y,2,2,2300,2,2300,BG,Bangladesh,ben,Bengali,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
14524,Ratagnon,17,"Malay Peoples",166,"Filipino, Central",108310,306955,Ratagnon,2400,4,,,1,0,0,0,0,RP,Philippines,tgl,Tagalog,1,Christianity,55.0000,50-100%,3.5000,2-5%,
14525,Ratahan,17,"Malay Peoples",232,"Minahasa-Sangir of Sulawesi",108311,306956,Ratahan,49000,4,,,1,0,0,0,0,ID,Indonesia,xmm,"Malay, Manado",1,Christianity,90.0000,50-100%,7.0000,5-10%,
17946,Ratal,21,"South Asian Peoples",412,"South Asia Dalit - other",113434,306957,Ratal,3600,1,Y,Y,1,1,3600,1,3600,IN,India,dgo,Dogri,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17947,Rathawa,21,"South Asian Peoples",475,"South Asia Tribal - other",113435,306959,Rathawa,668500,1,Y,Y,2,2,668500,1,659000,IN,India,rtw,Rathawi,5,Hinduism,0.0500,0-0.1%,,Unknown,
17982,"Rathia (Hindu traditions)",21,"South Asian Peoples",442,"South Asia Hindu - other",113472,306958,Rath,701500,1,Y,Y,2,2,701500,2,701500,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17672,"Rathia (Muslim traditions)",21,"South Asian Peoples",462,"South Asia Muslim - other",113114,306962,Rathia,38000,1,Y,Y,1,1,38000,1,38000,IN,India,rwr,"Marwari (India)",6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
14526,Raute,21,"South Asian Peoples",442,"South Asia Hindu - other",108317,306965,Raute,2600,1,Y,Y,2,2,2600,2,2600,BG,Bangladesh,ben,Bengali,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17949,Rautia,21,"South Asian Peoples",442,"South Asia Hindu - other",113438,306966,Rautia,126200,1,Y,,2,2,126200,1,1200,IN,India,hin,Hindi,5,Hinduism,0.1440,0.1-2%,0.0540,0-0.1%,
17950,Ravalia,21,"South Asian Peoples",475,"South Asia Tribal - other",113439,306968,"Raval Jogi",540200,1,Y,,2,2,540200,0,0,IN,India,guj,Gujarati,5,Hinduism,1.0530,0.1-2%,,Unknown,
20918,"Ravidas Chamar (Hindu traditions)",21,"South Asian Peoples",406,"South Asia Dalit - Chamar (Bhambi)",117679,301655,Chamar,1417000,1,Y,,1,1,1417000,0,0,IN,India,hin,Hindi,5,Hinduism,0.8480,0.1-2%,,Unknown,
21812,"Ravidas Chamar (Sikh traditions)",21,"South Asian Peoples",406,"South Asia Dalit - Chamar (Bhambi)",118599,306970,"Ravidas Chamar Sikh",23000,1,Y,Y,1,1,23000,1,23000,IN,India,pan,"Punjabi, Eastern",8,"Other / Small",0.0000,0-0.1%,0.0000,0-0.1%,
17988,Ravulo,21,"South Asian Peoples",442,"South Asia Hindu - other",113478,306972,Ravulo,25000,1,Y,Y,1,1,25000,1,25000,IN,India,ory,Odia,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
14527,Rawa,19,"Pacific Islanders",244,"New Guinea",108324,306973,Rawa,15000,4,,,1,0,0,0,0,PP,"Papua New Guinea",rwo,Rawa,1,Christianity,99.0000,50-100%,9.0000,5-10%,
17953,"Rawal (Hindu traditions)",21,"South Asian Peoples",442,"South Asia Hindu - other",113442,306974,Rawal,175000,1,Y,Y,1,1,175000,1,175000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17670,"Rawal (Muslim traditions)",21,"South Asian Peoples",462,"South Asia Muslim - other",113112,306974,Rawal,12000,1,Y,Y,1,1,12000,1,12000,PK,Pakistan,skr,Saraiki,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
14528,Rawang,23,"Tibetan-Himalayan Peoples",234,Miri-Kachin,108326,306975,Rawang,71700,5,,,2,0,0,0,0,BM,"Myanmar (Burma)",raw,Rawang,1,Christianity,79.8000,50-100%,45.0490,10-50%,
14529,Rawas,17,"Malay Peoples",241,"Musi of Sumatra",108327,306976,Rawas,240000,1,Y,Y,1,1,240000,1,240000,ID,Indonesia,mui,Musi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
17954,Rawat,21,"South Asian Peoples",442,"South Asia Hindu - other",113443,306977,Rawat,788000,1,Y,Y,1,1,788000,1,788000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
15902,Rawngtu,23,"Tibetan-Himalayan Peoples",207,"Kuki-Chin-Mizo (Zo)",110739,308777,"Rawngtu Chin / Welaung",5600,5,,,1,0,0,0,0,BM,"Myanmar (Burma)",weu,"Chin, Rawngtu",1,Christianity,100.0000,50-100%,95.0000,50-100%,
14530,Rawo,19,"Pacific Islanders",244,"New Guinea",108329,306978,Rawo,1200,5,,,1,0,0,0,0,PP,"Papua New Guinea",rwa,Rawo,1,Christianity,90.0000,50-100%,24.0000,10-50%,
17955,"Raya Rawat",21,"South Asian Peoples",442,"South Asia Hindu - other",113444,306980,"Raya Rawat",2500,1,Y,Y,1,1,2500,1,2500,IN,India,kan,Kannada,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
16933,"Rayeen (Hindu traditions)",21,"South Asian Peoples",442,"South Asia Hindu - other",112235,304392,Rayeen,9000,1,Y,Y,2,2,9000,2,9000,BG,Bangladesh,ben,Bengali,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
17328,"Rayeen (Muslim traditions)",21,"South Asian Peoples",462,"South Asia Muslim - other",112710,304392,Rayeen,1126300,1,Y,Y,4,4,1126300,4,1126300,IN,India,urd,Urdu,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
20969,Razihi,10,"Arab World",118,"Arab, Yemeni",117678,306982,Razihi,99000,1,Y,Y,1,1,99000,1,99000,YM,Yemen,rzh,Razihi,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
17957,Razu,21,"South Asian Peoples",442,"South Asia Hindu - other",113446,306889,"Rachavar / Razu",482000,1,Y,Y,1,1,482000,1,482000,IN,India,tel,Telugu,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
11056,"Red Bobo, Bwa",22,"Sub-Saharan Peoples",183,Gur,101820,301533,"Bwa, Red Bobo",515000,4,,,2,1,370000,0,0,ML,Mali,bmq,Bomu,6,Islam,11.4900,10-50%,3.3860,2-5%,
22344,"Reddi Dhora",21,"South Asian Peoples",475,"South Asia Tribal - other",113449,306985,"Reddi Dora",1100,1,Y,,1,1,1100,0,0,IN,India,tel,Telugu,5,Hinduism,1.9960,0.1-2%,,Unknown,
14535,"Reef Islander",19,"Pacific Islanders",286,Solomons,108343,306987,"Reef Islander",17000,5,,,1,0,0,0,0,BP,"Solomon Islands",nfl,Aiwoo,1,Christianity,99.0000,50-100%,35.0000,10-50%,
10485,"Reel, Atwot",22,"Sub-Saharan Peoples",245,Nilotic,100613,300565,Atwot,112000,4,,,1,0,0,0,0,OD,"South Sudan",atu,Reel,4,"Ethnic Religions",14.0000,10-50%,8.0000,5-10%,
14536,Regeibat,10,"Arab World",112,"Arab, Hassaniya",108344,306988,Regeibat,117000,1,Y,Y,2,2,117000,2,117000,WI,"Western Sahara",mey,Hassaniyya,6,Islam,0.0000,0-0.1%,0.0000,0-0.1%,
17961,Rehar,21,"South Asian Peoples",442,"South Asia Hindu - other",113450,306989,Rehar,93000,1,Y,Y,1,1,93000,1,93000,IN,India,hin,Hindi,5,Hinduism,0.0000,0-0.1%,0.0000,0-0.1%,
14537,Rejang,17,"Malay Peoples",233,"Minangkabau-Rejang of Sumatra",108346,306990,Rejang,414000,1,Y,Y,1,1,414000,1,414000,ID,Indonesia,rej,Rejang,6,Islam,0.0400,0-0.1%,0.0180,0-0.1%,
14538,"Rejang Kayan",17,"Malay Peoples",215,Malay,108347,309177,"Rejang Kayan",9100,4,,,1,0,0,0,0,MY,Malaysia,ree,"Kayan, Rejang",4,"Ethnic Religions",18.0000,10-50%,6.0000,5-10%,
