Type,PEID,ROP3,PeopleID3,ROG3,Ctry,JPPeopleGroup,JPPopulation,JPIndigenous,JPROL3,JPPrimaryLanguage,JPRLG3,JPPrimaryReligion,JPScale,JPLeastReached,JP%ChristianAdherent,JP%Evangelical,CPPIPeopleGroup, CPPIPopulation ,CPPIROL,CPPIPrimaryLanguage,CPPIPrimaryReligion,CPPIGSEC,CPPIEvangelicalEngagement
2,,111222,16126,RO,Romania,"Jewish, Romanian",2300,Y,ron,Romanian,4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,105968,13186,RO,Romania,Macedonian,1100,N,mkd,Macedonian,1,Christianity,3,,88.00,0.10,,,,,,,
2,,108096,14431,RO,Romania,Polish,2100,N,pol,Polish,1,Christianity,3,,90.00,0.30,,,,,,,
2,,108397,14570,RO,Romania,"Romani, Balkan",20000,Y,rmn,"Romani, Balkan",1,Christianity,4,,70.00,4.00,,,,,,,
2,,108394,14567,RO,Romania,"Romani, Vlax",532000,Y,rmy,"Romani, Vlax",1,Christianity,4,,75.00,7.00,,,,,,,
2,,108452,14598,RO,Romania,"Russian, Lipovan",19000,N,rus,Russian,1,Christianity,3,,67.00,1.20,,,,,,,
2,,108764,14795,RO,Romania,"Saxon, Transylvanian",19000,Y,deu,"German, Standard",1,Christianity,4,,95.00,10.00,,,,,,,
2,,108856,14864,RO,Romania,Serb,12000,Y,srp,Serbian,1,Christianity,3,,80.00,0.60,,,,,,,
2,,109354,14962,RO,Romania,Slovak,10000,N,slk,Slovak,1,Christianity,3,,93.00,1.20,,,,,,,
2,,115527,19211,RO,Romania,"South Asian, general",1500,N,hin,Hindi,5,Hinduism,1,Y,5.00,2.00,,,,,,,
2,,109874,15284,RO,Romania,Tatar,21000,Y,tat,Tatar,6,Islam,1,Y,3.00,0.40,,,,,,,
2,,102312,11434,RO,Romania,"Tatar, Crimean",18000,Y,crh,Crimean Tatar,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,107376,13962,RO,Romania,"Tatar, Nogai",2000,N,nog,Nogai,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,100018,10130,RS,Russia,Abkhaz,8100,N,abk,Abkhaz,1,Christianity,3,,70.00,0.13,,,,,,,
2,,100158,10205,RS,Russia,Ainu (Japan),300,N,ain,Ainu (Japan),4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,102826,11682,RS,Russia,"Aleut, Eastern",400,Y,ale,Aleut,7,Non-Religious,1,Y,1.00,0.60,,,,,,,
2,,100239,19634,RS,Russia,Alutor,2000,Y,rus,Russian,4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,110448,15741,RS,Russia,"Americans, U.S.",1100,N,eng,English,1,Christianity,5,,75.00,22.00,,,,,,,
2,,110474,15757,RS,Russia,"Arab, Uzbeki",16000,N,auz,"Arabic, Uzbeki",6,Islam,1,Y,0.00,0.00,,,,,,,
2,,100574,10464,RS,Russia,Assyrian,4400,N,aii,Assyrian Neo-Aramaic,1,Christianity,3,,90.00,1.00,,,,,,,
2,,100675,10528,RS,Russia,Azerbaijani,473000,N,azj,"Azerbaijani, North",6,Islam,1,Y,3.00,0.20,,,,,,,
2,,117906,21082,RS,Russia,"Baraba Tatar, Siberian",20000,Y,sty,Siberian Tatar,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,117321,20823,RS,Russia,Besermyan,2000,Y,udm,Udmurt,1,Christianity,3,,55.00,0.00,,,,,,,
2,,102927,11140,RS,Russia,British,1200,N,eng,English,1,Christianity,4,,60.00,8.00,,,,,,,
2,,101722,10998,RS,Russia,Bulgarian,12000,N,bul,Bulgarian,1,Christianity,3,,80.00,1.90,,,,,,,
2,,115269,19735,RS,Russia,Chelkan,1200,Y,atv,"Altai, Northern",4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,,22493,RS,Russia,Cherkess,115000,Y,kbd,Kabardian,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,115066,19206,RS,Russia,"Chinese, general",20000,N,rus,Russian,7,Non-Religious,4,,6.00,5.70,,,,,,,
2,,109520,15070,RS,Russia,Chuvan,900,Y,rus,Russian,4,Ethnic Religions,1,Y,5.00,0.30,,,,,,,
2,,102324,11440,RS,Russia,Cuban,700,N,spa,Spanish,1,Christianity,4,,52.00,4.00,,,,,,,
2,,102346,11458,RS,Russia,Czech,1200,N,ces,Czech,7,Non-Religious,2,,26.00,0.70,,,,,,,
2,,103902,12145,RS,Russia,Dungan,3000,N,dng,Dungan,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,111033,16024,RS,Russia,"Enets, Yenisei Samoyed",200,Y,rus,Russian,4,Ethnic Religions,1,Y,4.00,0.00,,,,,,,
2,,109544,15084,RS,Russia,"Eskimo, Siberian",1700,Y,ess,"Yupik, Saint Lawrence Island",4,Ethnic Religions,1,Y,2.00,0.80,,,,,,,
2,,102954,11157,RS,Russia,Estonian,7800,N,ekk,"Estonian, Standard",7,Non-Religious,4,,45.00,4.90,,,,,,,
2,,103059,11234,RS,Russia,French,1500,N,fra,French,1,Christianity,3,,61.00,1.00,,,,,,,
2,,103132,11798,RS,Russia,Gagauz,9200,N,gag,Gagauz,1,Christianity,4,,80.00,4.00,,,,,,,
2,,103305,11871,RS,Russia,German,195000,N,deu,"German, Standard",1,Christianity,4,,64.00,2.10,,,,,,,
2,,103373,11894,RS,Russia,"Gilyak, Nivkh",3800,Y,niv,Gilyak,4,Ethnic Religions,1,Y,5.00,0.40,,,,,,,
2,,115399,18997,RS,Russia,Hemshin,2100,N,tur,Turkish,6,Islam,2,,10.00,2.00,,,,,,,
2,,103918,12155,RS,Russia,Hungarian,1500,N,hun,Hungarian,1,Christianity,4,,88.00,2.80,,,,,,,
2,,104096,12273,RS,Russia,Italian,1500,N,ita,Italian,1,Christianity,3,,83.00,1.10,,,,,,,
2,,104106,12280,RS,Russia,Itelmen,2600,Y,rus,Russian,4,Ethnic Religions,1,Y,5.00,0.94,,,,,,,
2,,104135,12304,RS,Russia,"Izhor, Ingrian",800,Y,rus,Russian,1,Christianity,3,,70.00,0.80,,,,,,,
2,,104189,12322,RS,Russia,Japanese,16000,N,jpn,Japanese,2,Buddhism,1,Y,1.50,0.50,,,,,,,
2,,104247,12350,RS,Russia,"Jewish, Eastern Yiddish-speaking",1700,N,ydd,"Yiddish, Eastern",4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,118148,21309,RS,Russia,Kamchadal,1500,Y,rus,Russian,4,Ethnic Religions,1,Y,4.00,0.90,,,,,,,
2,,104635,12523,RS,Russia,Karaite,200,N,rus,Russian,4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,104638,12526,RS,Russia,Karakalpak,800,N,kaa,Karakalpak,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,104657,12537,RS,Russia,"Karelian, Norgorod",32000,Y,krl,Karelian,1,Christianity,4,,60.00,5.00,,,,,,,
2,,104858,19733,RS,Russia,Kerek,20,Y,rus,Russian,4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,111032,16023,RS,Russia,"Ket, Yenisei Ostyak",1100,Y,ket,Ket,4,Ethnic Religions,4,,4.00,2.40,,,,,,,
2,,117344,21359,RS,Russia,Kist,700,Y,che,Chechen,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,105152,12764,RS,Russia,Komi-Permyat,56000,Y,koi,Komi-Permyak,1,Christianity,2,,43.00,1.20,,,,,,,
2,,105153,12765,RS,Russia,Komi-Yazva,4200,Y,kpv,Komi-Zyrian,4,Ethnic Religions,2,,40.00,1.00,,,,,,,
2,,115270,19734,RS,Russia,Kumandin,2400,Y,atv,"Altai, Northern",4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,105550,12933,RS,Russia,Kyrgyz,137000,N,kir,Kyrgyz,6,Islam,1,Y,5.00,0.70,,,,,,,
2,,105674,13007,RS,Russia,"Latvian, Lett",8500,N,lvs,"Latvian, Standard",1,Christianity,4,,60.00,7.00,,,,,,,
2,,105803,13077,RS,Russia,Lithuanian,13000,N,lit,Lithuanian,1,Christianity,3,,85.00,1.10,,,,,,,
2,,105905,13139,RS,Russia,"Ludian, Lyudikovian",13000,Y,lud,Ludian,1,Christianity,3,,65.00,1.10,,,,,,,
2,,118183,21363,RS,Russia,Lyuli,500,N,tgk,Tajik,6,Islam,4,,6.00,5.90,,,,,,,
2,,118186,21368,RS,Russia,"Mari, Eastern",150000,Y,mhr,"Mari, Meadow",4,Ethnic Religions,2,,45.00,0.50,,,,,,,
2,,106009,13205,RS,Russia,Mingrelian,600,N,xmf,Mingrelian,1,Christianity,3,,85.00,1.00,,,,,,,
2,,106730,13775,RS,Russia,Moldovan,77000,N,ron,Romanian,1,Christianity,4,,73.00,3.70,,,,,,,
2,,114225,18605,RS,Russia,"Mongol, Khalka",1300,N,khk,"Mongolian, Halh",2,Buddhism,1,Y,2.00,1.20,,,,,,,
2,,106793,13810,RS,Russia,Mordvin-Moksha,483000,Y,mdf,Moksha,1,Christianity,3,,65.00,1.60,,,,,,,
2,,106963,13896,RS,Russia,Mussulman Tat,600,Y,ttt,"Tat, Muslim",6,Islam,1,Y,0.00,0.00,,,,,,,
2,,117320,20822,RS,Russia,Nagaibak,5700,Y,tat,Tatar,1,Christianity,3,,70.00,0.50,,,,,,,
2,,107187,13304,RS,Russia,"Negidal, Nizovsk",500,Y,rus,Russian,4,Ethnic Religions,1,Y,5.00,0.30,,,,,,,
2,,109895,15299,RS,Russia,"Nganasan, Tavgi Samoyed",700,Y,rus,Russian,4,Ethnic Religions,1,Y,5.00,0.30,,,,,,,
2,,107478,14045,RS,Russia,Norwegian,4900,N,nor,Norwegian,1,Christianity,4,,90.00,8.00,,,,,,,
2,,107631,14146,RS,Russia,"Olonetsian, Livvikovian",13000,Y,olo,Livvi-Karelian,1,Christianity,4,,60.00,4.00,,,,,,,
2,,107683,14217,RS,Russia,Orochi,500,Y,rus,Russian,4,Ethnic Religions,1,Y,4.00,0.50,,,,,,,
2,,107686,14219,RS,Russia,Orok,300,Y,rus,Russian,4,Ethnic Religions,1,Y,3.00,0.40,,,,,,,
2,,107909,14256,RS,Russia,"Pashtun, Northern",5400,N,pbu,"Pashto, Northern",6,Islam,1,Y,0.00,0.00,,,,,,,
2,,107987,14371,RS,Russia,Persian,2400,N,pes,"Persian, Iranian",6,Islam,1,Y,0.50,0.20,,,,,,,
2,,108096,14431,RS,Russia,Polish,22000,N,pol,Polish,1,Christianity,3,,90.00,0.30,,,,,,,
2,,108129,14449,RS,Russia,Portuguese,11000,N,por,Portuguese,1,Christianity,3,,90.00,0.50,,,,,,,
2,,108453,14599,RS,Russia,"Romani, Ruska Roma",173000,Y,rus,Russian,1,Christianity,3,,60.00,2.00,,,,,,,
2,,108394,14567,RS,Russia,"Romani, Vlax",10000,N,rmy,"Romani, Vlax",1,Christianity,4,,65.00,5.00,,,,,,,
2,,108398,14571,RS,Russia,Romanian,1800,N,ron,Romanian,1,Christianity,4,,97.00,5.40,,,,,,,
2,,105001,12684,RS,Russia,"Saami, Kildin",400,Y,rus,Russian,1,Christianity,3,,70.00,2.00,,,,,,,
2,,105113,12751,RS,Russia,"Saami, Skolt",400,N,sms,"Saami, Skolt",1,Christianity,3,,85.00,1.20,,,,,,,
2,,109962,15352,RS,Russia,"Saami, Ter",400,Y,rus,Russian,1,Christianity,3,,60.00,1.00,,,,,,,
2,,107700,14230,RS,Russia,"Selkup, Ostyak Samoyed",3400,Y,sel,Selkup,4,Ethnic Religions,1,Y,5.00,0.70,,,,,,,
2,,108856,14864,RS,Russia,Serb,2100,N,srp,Serbian,1,Christianity,3,,80.00,0.60,,,,,,,
2,,117319,20821,RS,Russia,"Shapsug, Circassian",1900,Y,ady,Adyghe,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,115527,19211,RS,Russia,"South Asian, general",35000,N,hin,Hindi,5,Hinduism,1,Y,3.00,0.30,,,,,,,
2,,109534,15077,RS,Russia,Spaniard,1200,N,spa,Spanish,1,Christianity,3,,77.00,1.00,,,,,,,
2,,109650,15148,RS,Russia,Swedish,7300,N,swe,Swedish,1,Christianity,3,,54.00,0.60,,,,,,,
2,,109766,15220,RS,Russia,Talysh,3600,N,tly,Talysh,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,102214,11380,RS,Russia,"Tatar, Chulym",400,Y,rus,Russian,4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,102312,11434,RS,Russia,"Tatar, Crimean",2500,Y,crh,Crimean Tatar,6,Islam,1,Y,0.50,0.05,,,,,,,
2,,116824,20520,RS,Russia,"Tatar, Kriashen",35000,Y,tat,Tatar,1,Christianity,3,,95.00,0.30,,,,,,,
2,,116825,20521,RS,Russia,"Tatar, Mishari",800,Y,tat,Tatar,6,Islam,1,Y,1.00,0.20,,,,,,,
2,,118146,21310,RS,Russia,Taz,200,Y,rus,Russian,7,Non-Religious,1,Y,5.00,0.70,,,,,,,
2,,117700,20973,RS,Russia,Telengit,3700,Y,alt,"Altai, Southern",4,Ethnic Religions,4,,8.00,5.70,,,,,,,
2,,109928,15323,RS,Russia,"Teleut, Altai",2200,Y,alt,"Altai, Southern",4,Ethnic Religions,1,Y,3.00,1.00,,,,,,,
2,,117718,21000,RS,Russia,"Tobol-Irtysh Tatar, Siberian",74000,Y,sty,Siberian Tatar,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,108768,14799,RS,Russia,Tofalar,700,Y,rus,Russian,4,Ethnic Religions,1,Y,5.00,0.50,,,,,,,
2,,117907,21083,RS,Russia,"Tomsk Tatar, Siberian",6600,Y,sty,Siberian Tatar,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,115271,19737,RS,Russia,Tubalar,2000,Y,atv,"Altai, Northern",4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,113818,18274,RS,Russia,Turk,116000,N,tur,Turkish,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,110306,15654,RS,Russia,Turkmen,41000,N,tuk,Turkmen,6,Islam,1,Y,2.00,0.00,,,,,,,
2,,115817,19738,RS,Russia,Tuvans-Todzhan,1900,Y,tyv,Tuvan,2,Buddhism,1,Y,0.00,0.00,,,,,,,
2,,110359,15683,RS,Russia,Udege,1300,Y,rus,Russian,4,Ethnic Religions,2,,15.00,1.00,,,,,,,
2,,110360,15684,RS,Russia,Udin,2500,N,udi,Udi,1,Christianity,3,,90.00,1.00,,,,,,,
2,,110382,15700,RS,Russia,Ulchi,2500,Y,ulc,Ulch,4,Ethnic Religions,1,Y,4.00,0.70,,,,,,,
2,,110469,15755,RS,Russia,Uyghur,2200,N,uig,Uyghur,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,107469,14039,RS,Russia,"Uzbek, Northern",322000,N,uzn,"Uzbek, Northern",6,Islam,1,Y,0.75,0.30,,,,,,,
2,,110584,15802,RS,Russia,"Vod, Votish",100,Y,rus,Russian,1,Christianity,3,,70.00,1.00,,,,,,,
2,,116305,20455,RS,Russia,Yazidi,26000,N,kmr,"Kurdish, Northern",4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,111116,16068,RS,Russia,Yukagir,1800,Y,rus,Russian,4,Ethnic Religions,1,Y,3.00,0.60,,,,,,,
2,,111124,16072,RS,Russia,"Yupik, Naukan",500,Y,rus,Russian,4,Ethnic Religions,1,Y,5.00,0.80,,,,,,,
2,,100425,10375,RW,Rwanda,Arab,2900,N,apc,"Arabic, Levantine",6,Islam,1,Y,2.00,0.30,,,,,,,
2,,103059,11234,RW,Rwanda,French,3500,N,fra,French,1,Christianity,3,,69.00,1.00,,,,,,,
2,,105785,13068,RW,Rwanda,"Lingala, Congolese",73000,N,lin,Lingala,1,Christianity,5,,96.00,18.00,,,,,,,
2,,110338,15672,RW,Rwanda,"Pygmy, Twa",263000,Y,kin,Kinyarwanda,4,Ethnic Religions,4,,9.00,6.00,,,,,,,
2,,110325,15663,RW,Rwanda,Tutsi,1382000,Y,kin,Kinyarwanda,1,Christianity,5,,95.00,20.00,,,,,,,
2,,102927,11140,SC,Saint Kitts and Nevis,British,1000,N,eng,English,1,Christianity,4,,65.00,8.80,,,,,,,
2,,102818,11678,SC,Saint Kitts and Nevis,East Indian,1200,N,hin,Hindi,5,Hinduism,2,,25.00,1.00,,,,,,,
2,,102927,11140,ST,Saint Lucia,British,1700,N,eng,English,1,Christianity,4,,60.00,8.00,,,,,,,
2,,103059,11234,ST,Saint Lucia,French,500,N,fra,French,1,Christianity,3,,68.00,1.00,,,,,,,
2,,100356,10328,SB,Saint Pierre and Miquelon,Anglo-Canadian,300,N,eng,English,1,Christianity,4,,85.00,8.00,,,,,,,
2,,103059,11234,SB,Saint Pierre and Miquelon,French,5600,Y,fra,French,1,Christianity,3,,97.00,0.30,,,,,,,
2,,110448,15741,WS,Samoa,"Americans, U.S.",1400,N,eng,English,1,Christianity,5,,81.00,28.00,,,,,,,
2,,100357,10329,WS,Samoa,Anglo-New Zealander,600,N,eng,English,1,Christianity,5,,60.00,18.00,,,,,,,
2,,104189,12322,WS,Samoa,Japanese,1500,N,jpn,Japanese,2,Buddhism,1,Y,0.00,0.00,,,,,,,
2,,101838,11069,TP,São Tomé and Príncipe,Cape Verdean,16000,N,kea,Kabuverdianu,1,Christianity,4,,98.00,7.50,,,,,,,
2,,110448,15741,SA,Saudi Arabia,"Americans, U.S.",74000,N,eng,English,1,Christianity,5,,78.00,29.00,,,,,,,
2,,100293,10294,SA,Saudi Arabia,"Amhara, Ethiopian",22000,N,amh,Amharic,1,Christianity,3,,90.00,1.50,,,,,,,
2,,108627,14715,SA,Saudi Arabia,"Arab, Northern Yemeni",294000,N,ayn,"Arabic, Sanaani",6,Islam,1,Y,0.00,0.00,,,,,,,
2,,100516,10429,SA,Saudi Arabia,Armenian,1800,N,hyw,"Armenian, Western",1,Christianity,4,,94.00,8.70,,,,,,,
2,,102927,11140,SA,Saudi Arabia,British,38000,N,eng,English,1,Christianity,4,,60.00,7.00,,,,,,,
2,,119018,21997,SA,Saudi Arabia,Faifi,54000,Y,fif,Faifi,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,109692,15175,SA,Saudi Arabia,"Filipino, Tagalog",1033000,N,tgl,Tagalog,1,Christianity,4,,93.00,8.00,,,,,,,
2,,103059,11234,SA,Saudi Arabia,French,37000,N,fra,French,1,Christianity,3,,61.00,1.00,,,,,,,
2,,103480,11942,SA,Saudi Arabia,Greek,3700,N,ell,Greek,1,Christianity,3,,91.00,0.40,,,,,,,
2,,103789,12106,SA,Saudi Arabia,Hindi,185000,N,hin,Hindi,5,Hinduism,1,Y,1.00,0.80,,,,,,,
2,,103896,12140,SA,Saudi Arabia,Hui,37000,N,cmn,"Chinese, Mandarin",6,Islam,1,Y,0.00,0.00,,,,,,,
2,,114115,18503,SA,Saudi Arabia,Indonesian,110000,N,ind,Indonesian,6,Islam,4,,15.80,5.60,,,,,,,
2,,104096,12273,SA,Saudi Arabia,Italian,41000,N,ita,Italian,1,Christianity,3,,83.00,1.10,,,,,,,
2,,112316,17000,SA,Saudi Arabia,Javanese,33000,N,jav,Javanese,6,Islam,1,Y,2.80,1.50,,,,,,,
2,,105225,12795,SA,Saudi Arabia,Korean,192000,N,kor,Korean,1,Christianity,5,,36.00,16.80,,,,,,,
2,,106144,13437,SA,Saudi Arabia,Malay,19000,N,zlm,Malay,6,Islam,1,Y,0.80,0.20,,,,,,,
2,,107987,14371,SA,Saudi Arabia,Persian,258000,N,pes,"Persian, Iranian",6,Islam,1,Y,0.50,0.20,,,,,,,
2,,108182,14483,SA,Saudi Arabia,Punjabi,884000,N,pan,"Punjabi, Eastern",6,Islam,1,Y,1.00,0.00,,,,,,,
2,,102170,11359,SA,Saudi Arabia,Rohingya,566000,N,rhg,Rohingya,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,109930,15324,SA,Saudi Arabia,"South Asian, Telugu-speaking",388000,N,tel,Telugu,5,Hinduism,1,Y,3.00,0.60,,,,,,,
2,,113732,18211,SA,Saudi Arabia,Tamil (Hindu traditions),74000,N,tam,Tamil,5,Hinduism,2,,12.00,2.00,,,,,,,
2,,108511,14638,SG,Senegal,"Arab, Saharan",49000,N,mey,Hassaniyya,6,Islam,1,Y,0.50,0.10,,,,,,,
2,,109662,15152,SG,Senegal,"Arab, Syrian",17000,N,apc,"Arabic, Levantine",6,Islam,2,,6.00,0.10,,,,,,,
2,,115042,19769,SG,Senegal,"Bainouk, Samik",3100,Y,bcb,Bainouk-Samik,4,Ethnic Religions,2,,18.00,1.00,,,,,,,
2,,102734,11621,SG,Senegal,"Berber, Zenaga",600,N,zen,Zenaga,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,115066,19206,SG,Senegal,"Chinese, general",1800,N,cmn,"Chinese, Mandarin",4,Ethnic Religions,5,,18.00,11.00,,,,,,,
2,,102314,11436,SG,Senegal,"Crioulo, Upper Guinea",13000,N,pov,Guinea-Bissau Creole,1,Christianity,4,,75.00,4.00,,,,,,,
2,,103059,11234,SG,Senegal,French,103000,N,fra,French,1,Christianity,3,,62.00,1.00,,,,,,,
2,,110257,15622,SG,Senegal,"Fulani, Pulaar",1589000,Y,fuc,Pulaar,6,Islam,1,Y,0.03,0.03,,,,,,,
2,,102994,11185,SG,Senegal,"Jola, Falor",17000,Y,fap,Paloor,6,Islam,2,,6.00,1.00,,,,,,,
2,,101175,10747,SG,Senegal,Jola-Bayote,27000,Y,bda,Bayot,1,Christianity,3,,80.00,1.00,,,,,,,
2,,104699,12554,SG,Senegal,Jola-Bliss,70000,Y,csk,Jola-Kasa,6,Islam,2,,7.00,0.30,,,,,,,
2,,103009,11194,SG,Senegal,Jola-Felupe,3400,Y,eja,Jola-Felupe,6,Islam,1,Y,2.00,0.40,,,,,,,
2,,103598,12011,SG,Senegal,Jola-Gusilay,26000,Y,gsl,Gusilay,6,Islam,1,Y,1.00,0.03,,,,,,,
2,,103755,12084,SG,Senegal,Jola-Her,22000,Y,hhr,Kerak,6,Islam,1,Y,4.00,0.04,,,,,,,
2,,103909,12150,SG,Senegal,Jola-Hulon,2200,Y,bqj,Bandial,6,Islam,1,Y,3.00,0.20,,,,,,,
2,,104690,12549,SG,Senegal,Jola-Karon,14000,Y,krx,Karon,4,Ethnic Religions,2,,6.00,0.03,,,,,,,
2,,105530,12917,SG,Senegal,Jola-Kwatay,10000,Y,cwt,Kuwaataay,6,Islam,2,,20.00,0.62,,,,,,,
2,,105600,19113,SG,Senegal,"Jola-Lala, Lehar",20000,Y,cae,Laalaa,6,Islam,2,,10.00,1.50,,,,,,,
2,,106688,13750,SG,Senegal,Jola-Mlomp,8800,Y,mlo,Mlomp,6,Islam,1,Y,3.00,0.04,,,,,,,
2,,105067,12731,SG,Senegal,Kobiana,600,Y,kcj,Kobiana,4,Ethnic Religions,2,,12.00,1.00,,,,,,,
2,,106265,13511,SG,Senegal,"Maninka, Eastern",51000,N,emk,"Maninkakan, Eastern",6,Islam,1,Y,0.30,0.10,,,,,,,
2,,106417,13592,SG,Senegal,Moor,182000,N,mey,Hassaniyya,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,106781,13802,SG,Senegal,Mossi,53000,N,mos,Moore,4,Ethnic Religions,4,,20.00,9.00,,,,,,,
2,,107177,13296,SG,Senegal,Ndut,61000,Y,ndv,Ndut,6,Islam,4,,30.00,3.00,,,,,,,
2,,108863,14867,SG,Senegal,Serer-Non,51000,Y,snf,Noon,6,Islam,2,,18.00,0.33,,,,,,,
2,,108864,14868,SG,Senegal,"Serer-Safen, Safi",279000,Y,sav,Saafi-Saafi,6,Islam,2,,20.00,0.02,,,,,,,
2,,100079,10161,RI,Serbia,Adyghe,2100,N,ady,Adyghe,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,103338,11880,RI,Serbia,Albanian,61000,N,aln,"Albanian, Gheg",6,Islam,2,,31.00,0.20,,,,,,,
2,,110448,15741,RI,Serbia,"Americans, U.S.",2200,N,eng,English,1,Christianity,5,,77.00,28.90,,,,,,,
2,,105688,13017,RI,Serbia,"Arab, Lebanese",18000,N,apc,"Arabic, Levantine",6,Islam,2,,32.00,0.50,,,,,,,
2,,100520,10431,RI,Serbia,Aromanian,26000,N,rup,Aromanian,1,Christianity,3,,85.00,0.80,,,,,,,
2,,101629,10953,RI,Serbia,Bosniak,153000,N,bos,Bosnian,6,Islam,1,Y,0.20,0.03,,,,,,,
2,,102927,11140,RI,Serbia,British,1200,N,eng,English,1,Christianity,4,,60.00,8.00,,,,,,,
2,,101722,10998,RI,Serbia,Bulgarian,13000,N,bul,Bulgarian,1,Christianity,3,,80.00,1.90,,,,,,,
2,,115066,19206,RI,Serbia,"Chinese, general",11000,N,cmn,"Chinese, Mandarin",7,Non-Religious,4,,5.00,4.00,,,,,,,
2,,102315,11437,RI,Serbia,Croat,39000,N,hrv,Croatian,1,Christianity,3,,92.00,0.40,,,,,,,
2,,102346,11458,RI,Serbia,Czech,37000,N,ces,Czech,7,Non-Religious,2,,26.00,0.80,,,,,,,
2,,117066,20676,RI,Serbia,"Egyptian, Balkan",1400,Y,als,"Albanian, Tosk",6,Islam,1,Y,3.00,0.00,,,,,,,
2,,103059,11234,RI,Serbia,French,700,N,fra,French,1,Christianity,3,,61.00,1.00,,,,,,,
2,,103305,11871,RI,Serbia,German,5100,N,deu,"German, Standard",1,Christianity,4,,64.00,2.10,,,,,,,
2,,114431,18765,RI,Serbia,Gorani,5000,N,srp,Serbian,6,Islam,1,Y,4.00,0.00,,,,,,,
2,,103480,11942,RI,Serbia,Greek,700,N,ell,Greek,1,Christianity,3,,91.00,0.40,,,,,,,
2,,104094,12270,RI,Serbia,Istro-Romanian,2100,N,ruo,"Romanian, Istro",1,Christianity,3,,90.00,0.50,,,,,,,
2,,104096,12273,RI,Serbia,Italian,2100,N,ita,Italian,1,Christianity,3,,80.00,1.10,,,,,,,
2,,115651,19244,RI,Serbia,"Jewish, Serbian-speaking",1400,Y,srp,Serbian,4,Ethnic Religions,1,Y,0.00,0.00,,,,,,,
2,,105968,13186,RI,Serbia,Macedonian,15000,N,mkd,Macedonian,1,Christianity,3,,66.00,0.20,,,,,,,
2,,106775,13798,RI,Serbia,Montenegrin,20000,N,srp,Serbian,1,Christianity,3,,77.00,0.30,,,,,,,
2,,108096,14431,RI,Serbia,Polish,23000,N,pol,Polish,1,Christianity,3,,90.00,0.30,,,,,,,
2,,109316,14202,RI,Serbia,"Romani, Sinte",32000,Y,rmo,"Romani, Sinte",1,Christianity,3,,75.00,2.00,,,,,,,
2,,108398,14571,RI,Serbia,Romanian,23000,N,ron,Romanian,1,Christianity,4,,97.00,5.40,,,,,,,
2,,116300,20446,RI,Serbia,Romano-Serbian,77000,Y,rsb,Romano-Serbian,1,Christianity,3,,65.00,0.40,,,,,,,
2,,119334,22333,RI,Serbia,"Rusnak, Ruthenian",11000,N,rsk,Ruthenian,1,Christianity,3,,91.00,1.00,,,,,,,
2,,108452,14598,RI,Serbia,Russian,2900,N,rus,Russian,1,Christianity,3,,72.00,1.20,,,,,,,
2,,109354,14962,RI,Serbia,Slovak,41000,N,slk,Slovak,1,Christianity,3,,93.00,1.20,,,,,,,
2,,109357,14964,RI,Serbia,Slovene,6700,N,slv,Slovene,1,Christianity,3,,54.00,0.10,,,,,,,
2,,113818,18274,RI,Serbia,Turk,2000,N,tur,Turkish,6,Islam,1,Y,0.00,0.00,,,,,,,
2,,110376,15696,RI,Serbia,Ukrainian,6600,N,ukr,Ukrainian,1,Christianity,4,,79.00,3.80,,,,,,,
2,,102927,11140,SL,Sierra Leone,British,3100,N,eng,English,1,Christianity,4,,60.00,8.00,,,,,,,
2,,103480,11942,SL,Sierra Leone,Greek,1300,N,ell,Greek,1,Christianity,3,,91.00,0.40,,,,,,,
